Area,Location,Property Type,Number of structures,Swimming Pool,Boundary,Age Category,Land Rate,Market Value,Number of rooms,Proximity to schools(km),Proximity to healthcare(km),Proximity to malls(km),Proximity to highway(km),Latitude,Longitude
487.85,high density,single_storey,3,No,walled,new,50.0,42377.22143,4,2.982644846,2.068927677,4.842453557,4.028782527,-17.882733192062577,30.92252368921774
399.82,high density,single_storey,4,No,walled,old,50.0,37940.23571,2,2.991726036,2.064419043,4.839568421,4.028114995,-17.821996201800204,31.031033312833596
434.99,high density,single_storey,1,No,walled,old,50.0,39692.97143,1,2.998005158,2.058472188,4.835766217,4.02723106,-17.866612776503995,30.998839138029776
656.26,high density,single_storey,3,No,walled,old,50.0,34320.65714,3,3.006394395,2.059221252,4.83939391,4.018211945,-17.801115259781763,30.970883640528037
435.0,high density,single_storey,3,No,walled,old,50.0,31896.05,4,3.009611407,2.090925214,4.839488131,4.080174374,-17.833239636113813,30.971181840802487
553.44,high density,single_storey,3,No,walled,old,50.0,31743.82857,2,2.948358594,2.085070055,4.827759156,4.101401078,-17.844869576599937,31.013274304866435
481.19,high density,single_storey,4,No,walled,old,50.0,41964.97857,2,2.950822134,2.086336112,4.8366942,4.079117465,-17.888698149899742,31.0734880899606
737.39,high density,single_storey,2,No,walled,old,57.14285714,60010.64286,3,2.953962229,2.07052467,4.819153734,4.097476729,-17.89019088781423,30.961879776145317
435.0,high density,single_storey,3,No,walled,old,50.0,31798.6,2,2.968302444,2.076988058,4.830856152,4.077393861,-17.829746676142015,30.90820975659542
524.98,high density,single_storey,5,No,walled,old,50.0,30935.87143,3,2.965434816,2.07248134,4.828236534,4.076028899,-17.83440991987084,31.022033980258932
437.52,high density,single_storey,4,No,walled,old,50.0,30286.64286,2,2.971184564,2.066201725,4.816588598,4.096343834,-17.858972608743223,31.078503336437606
524.92,high density,single_storey,3,No,walled,relatively new,50.0,30908.85,1,2.973597642,2.060958805,4.81325114,4.09560246,-17.806755760899705,31.07961210418814
487.49,high density,single_storey,4,No,walled,relatively new,50.0,31713.15714,2,2.979935709,2.047057364,4.804386578,4.093723253,-17.80058522675323,31.05912575339119
400.0,high density,single_storey,3,No,walled,relatively new,50.0,27758.62857,2,2.997016619,2.058082985,4.818837223,4.07458459,-17.840875834387123,31.077160687632368
535.25,high density,single_storey,1,No,walled,relatively new,32.14285714,48329.35,1,2.989102621,2.03983856,4.807507579,4.071216142,-17.885509617818606,30.95702566915765
525.0,high density,single_storey,5,No,walled,relatively new,50.0,34588.54286,2,3.013053537,2.034964554,4.804571324,4.070075222,-17.864166618507998,31.092001447577204
743.68,high density,single_storey,4,No,walled,relatively new,50.0,44257.3,4,3.019715024,2.030133353,4.801317738,4.069915774,-17.89976791664382,30.948984425144047
524.99,high density,single_storey,2,No,walled,relatively new,50.0,34557.39286,1,3.026025336,2.021540423,4.790486668,4.083815319,-17.899715666320454,31.01522416760592
450.0,high density,single_storey,3,No,walled,relatively new,50.0,40178.45,2,3.031888055,2.058913557,4.798556573,4.131905253,-17.840499359912823,30.990446973895807
506.96,high density,single_storey,2,No,walled,relatively new,50.0,43011.58571,3,2.975089613,2.054155532,4.795718411,4.130752784,-17.81018601883038,30.904866079378994
419.72,high density,single_storey,3,No,walled,relatively new,50.0,28144.17857,2,2.98061087,2.045681923,4.788763415,4.133862628,-17.871607573652955,30.931343871687805
507.01,high density,single_storey,4,No,walled,relatively new,50.0,35739.40714,3,2.989634104,2.048692741,4.785537053,4.148093019,-17.844367672144834,30.97337183686864
568.76,high density,single_storey,4,No,walled,relatively new,50.0,35912.96429,2,2.984029438,2.03802989,4.777681055,4.149605493,-17.810725933443482,31.002882950900037
499.98,high density,single_storey,3,No,fenced,relatively new,50.0,33641.41429,2,2.995627379,1.960723172,4.534377505,10.7247085,-17.848717257446573,31.00409040085373
612.49,high density,single_storey,3,No,walled,relatively new,50.0,32872.57143,2,5.018916685,1.975115138,4.559331472,10.75558827,-17.81631204788241,31.024374420246644
511.91,high density,single_storey,5,No,fenced,relatively new,50.0,30307.36429,2,5.034565418,1.968679227,4.557497263,10.75961798,-17.80048665314485,30.926057858248615
525.01,high density,single_storey,4,No,fenced,relatively new,50.0,30610.90714,4,5.028508667,1.955219048,4.551702451,10.76429228,-17.865002677715314,30.98227010588143
525.0,high density,single_storey,5,No,walled,relatively new,50.0,34303.72857,2,5.015606064,1.968970889,4.569329755,10.78214692,-17.85668310023481,31.00889509887285
594.57,high density,single_storey,3,No,walled,relatively new,50.0,34388.9,2,5.029749044,1.942254796,4.557998307,10.79191997,-17.831360478344333,31.032426377733717
843.75,high density,single_storey,2,No,fenced,relatively new,57.14285714,71569.39286,3,5.003845029,1.935170654,4.554339055,10.7932414,-17.85948921972129,31.018769468775357
437.4,high density,single_storey,3,No,walled,relatively new,50.0,28260.24286,2,4.996898046,1.928927413,4.551901601,10.79595195,-17.812727444485418,30.900358359078474
731.25,high density,single_storey,2,No,walled,relatively new,57.14285714,59095.40714,2,4.990796668,1.908325431,4.531038746,10.77976194,-17.81815360529467,31.07809235475544
565.92,high density,single_storey,3,No,walled,relatively new,50.0,31418.90714,2,4.970108408,1.893835804,4.524567736,10.78441323,-17.84593830822852,30.97529617686176
435.03,high density,single_storey,4,No,walled,established,50.0,38997.12143,2,4.955877039,1.886603112,4.52146549,10.78699437,-17.876685117450617,30.93593496806583
435.01,high density,single_storey,1,No,walled,established,50.0,31222.39286,1,4.948745077,1.908171572,4.542749789,10.80293973,-17.85982864530519,30.942761179605654
630.02,high density,single_storey,3,No,walled,established,32.14285714,37471.83571,1,4.970350738,1.901322867,4.539545987,10.80489274,-17.86313879301657,31.02518946986753
450.01,high density,single_storey,1,No,fenced,established,32.14285714,42912.08571,2,4.9635616,1.893673681,4.536258227,10.80765539,-17.806532754323488,30.979783816066178
450.05,high density,single_storey,5,No,walled,established,50.0,28431.82857,2,4.955960207,1.881312924,4.531069654,10.81238626,-17.895713802352283,30.912536333800308
524.94,high density,single_storey,5,No,walled,relatively new,50.0,30293.90714,2,4.943618113,1.867271799,4.513762637,10.79509289,-17.871078211067253,31.086696260390717
435.05,high density,single_storey,1,No,walled,relatively new,32.14285714,35799.12857,2,4.929570956,1.860294736,4.510148256,10.79638,-17.848103248141545,31.00455857858585
506.99,high density,single_storey,7,No,fenced,relatively new,50.0,31619.22143,4,4.922602408,1.853673368,4.507124618,10.79841116,-17.837366467339713,31.09292440038889
599.89,high density,single_storey,4,No,walled,relatively new,50.0,47122.2,2,4.915972204,1.848038716,4.505161769,10.80135832,-17.808140486205197,31.060499745889672
524.91,high density,single_storey,4,No,walled,relatively new,50.0,33987.55,3,4.910307304,1.840713446,4.501053913,10.80210037,-17.893855975939104,30.991374947847522
512.2,high density,single_storey,3,No,walled,relatively new,50.0,35396.92143,2,4.902941232,1.874891776,4.528310622,10.81472761,-17.89082646499549,30.981188244020704
467.05,high density,single_storey,3,No,walled,relatively new,50.0,28772.42857,2,4.937176786,1.920476395,3.386949226,6.320770679,-17.853841154630764,31.05839645666638
524.84,high density,single_storey,3,No,walled,relatively new,50.0,35837.70714,1,4.110375231,1.905677644,3.371067088,6.323800212,-17.809810603228748,31.070387283265212
450.01,high density,single_storey,2,No,walled,relatively new,50.0,28314.17143,3,4.122669011,1.941850002,3.414783414,6.310973197,-17.865843210369786,31.05100826464302
450.92,high density,single_storey,4,No,walled,relatively new,50.0,31504.42857,2,4.094203038,1.984773848,3.445962672,6.319110755,-17.81590373614159,30.928968886528573
1086.0,high density,single_storey,2,No,walled,relatively new,32.14285714,51907.87143,2,4.054787291,1.985553539,3.474874595,6.287139908,-17.822287179553154,30.95251066423251
450.0,high density,single_storey,4,No,walled,relatively new,50.0,29849.12143,2,4.063304742,1.98437079,3.460163029,6.302667508,-17.879495419362097,30.99208701087819
524.99,high density,single_storey,3,No,walled,relatively new,50.0,35731.01429,3,4.0597568,1.99446408,3.456377128,6.317217908,-17.830826980762247,30.97227049308191
525.0,high density,single_storey,4,No,walled,relatively new,50.0,35692.84286,2,4.046955611,2.004867068,3.43396247,6.352947529,-17.852418887598006,30.971858007509148
525.03,high density,single_storey,4,No,walled,relatively new,50.0,33793.43571,2,4.028370178,1.998174992,3.428471102,6.352265417,-17.86400808271319,31.092771318556785
568.67,high density,single_storey,3,No,walled,relatively new,50.0,35165.87857,2,4.034384873,2.008383612,3.423140042,6.368545861,-17.805223272760525,30.909074431618937
437.49,high density,single_storey,3,No,walled,relatively new,50.0,27819.9,1,4.021391112,2.015303107,3.4004102,6.400586993,-17.862135729273103,30.976775551058267
525.08,high density,single_storey,2,No,walled,relatively new,32.14285714,33748.27857,4,4.007815335,2.0200489,3.389788898,6.416978729,-17.894716028291953,30.955533622549602
435.0,high density,single_storey,3,No,walled,relatively new,50.0,27731.17857,2,4.000052749,2.032822697,3.384409037,6.435773645,-17.891436820091,30.99552441778235
449.99,high density,single_storey,3,No,walled,relatively new,50.0,28096.30714,2,3.984756819,2.032449449,3.369302606,6.451676086,-17.8700036848097,30.9162603447814
405.98,high density,single_storey,2,No,walled,relatively new,50.0,37137.37143,2,3.982034337,2.039254857,3.34136083,6.488338548,-17.841943942977444,30.993719770835945
702.0,high density,single_storey,2,No,walled,relatively new,64.28571429,61946.70714,4,3.969543848,2.104494,3.374300703,6.520139577,-17.82644847609857,30.94409563999533
630.01,high density,single_storey,2,No,walled,relatively new,64.28571429,61778.05714,3,3.90457391,2.109767442,3.370701162,6.529423764,-17.889875568617022,31.02729970243158
449.99,high density,single_storey,3,No,walled,relatively new,50.0,29627.89286,4,3.898284746,2.073188993,3.323512666,6.541471901,-17.864316644987422,30.9255886290335
525.03,high density,single_storey,3,No,walled,old,50.0,35519.55,2,3.930574223,2.062406729,3.317932428,6.536343253,-17.8415337464678,31.073701218191466
405.98,high density,single_storey,2,No,walled,old,50.0,37063.52857,3,3.941304616,2.071879229,3.309219276,6.554989935,-17.896177539253348,31.042261258871967
405.89,high density,single_storey,1,No,walled,old,50.0,29781.79286,2,3.930204383,2.077997744,3.29939009,6.57134071,-17.871828519841486,30.905813909283037
524.96,high density,single_storey,6,No,fenced,old,50.0,50476.69286,2,3.922689531,2.082449077,3.323094302,6.551337445,-17.878799291392376,30.95505037557956
525.01,high density,single_storey,3,No,walled,old,50.0,35457.0,4,3.920690755,2.090673838,3.33879677,6.543356188,-17.8836857930869,30.93779682031539
637.34,high density,single_storey,3,No,walled,old,50.0,48554.12143,3,3.914002696,2.062575852,3.337521356,6.516015998,-17.83443279924859,30.937525466201432
506.97,high density,single_storey,3,No,walled,old,50.0,29308.10714,2,3.943863024,2.056908909,3.329947868,6.518217713,-17.841339773547272,31.001269502712287
524.96,high density,single_storey,4,No,walled,old,50.0,33478.42143,3,3.948812611,2.022557921,3.24427849,6.572066167,-17.80175213412576,31.02974480355797
831.25,high density,single_storey,2,No,walled,old,50.0,37348.81429,2,3.975612666,2.017463378,3.252313004,6.558891278,-17.861717830032198,31.06469598584994
399.9,high density,single_storey,3,No,fenced,old,50.0,36496.07857,2,3.981527711,1.997105029,3.256308415,6.534771556,-17.837190377128895,30.973468779983506
600.0,high density,single_storey,1,No,walled,old,50.0,35770.67143,3,4.003113685,2.165823957,3.460684108,6.491431344,-17.80436403174136,30.966406250415325
495.0,high density,single_storey,1,No,fenced,old,50.0,28713.69286,2,3.854405344,2.097330148,3.457181218,6.42269951,-17.83196093861201,30.90414217120565
525.01,high density,single_storey,2,No,fenced,old,32.14285714,33166.42143,2,3.930283693,2.054478692,3.470662521,6.362881374,-17.81182341180248,31.02243871193669
475.51,high density,single_storey,3,No,walled,established,50.0,29831.27143,2,3.982691602,2.00193216,3.445821699,6.336702358,-17.880492764120266,30.997692419512557
611.89,high density,single_storey,4,No,walled,established,50.0,46833.55714,2,4.035171984,1.977604539,3.496350505,6.254364009,-17.830392376543838,31.013303693976397
450.0,high density,single_storey,4,No,walled,new,50.0,27478.83571,2,4.080220302,1.964661914,3.500344049,6.236537802,-17.886217521868286,30.954060785846423
525.01,high density,single_storey,3,No,walled,relatively new,50.0,31166.03571,3,4.096905519,1.924403375,3.45991076,6.242583049,-17.80557939602048,30.932735874931687
463.99,high density,single_storey,3,No,walled,relatively new,50.0,36045.71429,2,4.128942194,1.92066029,3.471947224,6.225014562,-17.853399817180755,31.04968376496418
449.93,high density,single_storey,3,No,walled,relatively new,50.0,38638.41429,2,4.13769507,1.907880183,3.500842121,6.178633542,-17.8242515852648,31.033495836046157
525.01,high density,single_storey,5,No,fenced,relatively new,50.0,34846.46429,2,4.164114008,1.899179902,3.485386544,6.188027448,-17.882209929208305,30.966808760035466
708.64,high density,single_storey,3,No,walled,relatively new,50.0,36342.19286,2,4.168091753,1.910541399,3.490796028,6.193045818,-17.83185963589922,30.92219904800778
449.94,high density,single_storey,1,No,walled,relatively new,50.0,38571.94286,2,4.156868198,1.870888769,3.491219094,6.153178008,-17.851786155782218,30.937408772745762
374.82,high density,single_storey,3,No,walled,relatively new,50.0,25441.30714,2,4.20394613,1.804772903,3.463235995,6.121712101,-17.855348079262697,31.0430140398839
437.49,high density,single_storey,2,No,fenced,relatively new,50.0,31695.36429,1,4.270374771,1.807593661,3.396837259,6.200891477,-17.8282998919793,30.960361102265196
1196.72,high density,single_storey,2,No,walled,relatively new,64.28571429,50252.30714,2,4.241576532,1.782417849,3.378462563,6.19797156,-17.826962832156493,30.902559251901785
435.0,high density,single_storey,3,No,fenced,relatively new,50.0,37788.32857,1,4.264139151,1.757020782,3.354954761,6.200790944,-17.89186176506551,31.010208474185088
601.91,high density,single_storey,4,No,walled,relatively new,50.0,35339.13571,3,4.285316768,1.761290686,3.369592476,6.188316827,-17.818209299323424,30.925706890669577
450.01,high density,single_storey,3,No,walled,new,50.0,31929.72857,2,4.285264167,1.687207577,3.313645241,6.183562977,-17.89894763171215,31.082212504594374
450.08,high density,single_storey,3,No,fenced,new,50.0,30289.49286,2,4.351124176,1.650090406,3.285730332,6.18167805,-17.82756147489916,31.012079588198112
787.69,high density,single_storey,2,No,fenced,new,32.14285714,41127.27857,2,4.384295842,1.754832328,3.460185557,6.077861941,-17.863579603122023,30.973157773826195
418.93,high density,single_storey,1,No,walled,new,50.0,36743.27857,4,4.328243121,1.786849191,3.267501525,6.323518012,-17.86479480682742,30.976675572839927
598.39,high density,single_storey,3,No,fenced,new,50.0,45709.11429,2,4.229173731,1.762890844,3.260461879,6.309186187,-17.84681476767577,31.013444021882794
506.82,high density,single_storey,3,No,walled,new,50.0,32075.39286,1,4.253745794,1.739516604,3.237229835,6.312761962,-17.84724562882402,30.92343766784225
450.08,high density,single_storey,3,No,fenced,new,50.0,27022.25714,2,4.274345237,1.730253026,3.242091247,6.299353199,-17.837761705863347,31.008062989779855
449.99,high density,single_storey,4,No,walled,new,50.0,27006.15714,3,4.28534355,1.120608938,1.412971497,5.969974658,-17.859345678091508,31.039153470384075
524.99,high density,single_storey,5,No,fenced,new,50.0,41984.98571,1,3.009696701,1.128227994,1.40797463,5.977797403,-17.899150243103847,30.980398421535185
487.59,high density,single_storey,6,No,fenced,new,50.0,31388.42143,2,3.005501319,1.134903364,1.401209689,5.987053546,-17.8107250361258,31.01327858701867
568.67,high density,single_storey,6,No,walled,old,50.0,33993.72857,2,2.999460464,1.139732252,1.391443479,5.998582135,-17.881561186871576,30.90817861129434
524.94,high density,single_storey,3,No,walled,old,50.0,41925.1,2,2.990289319,1.124282454,1.432585466,5.951788938,-17.879593932627536,31.074557816847506
510.12,high density,single_storey,4,No,walled,old,50.0,28411.0,1,3.029242211,1.106901765,1.425957028,5.952030635,-17.893270114759734,31.000406596724357
446.3,high density,single_storey,3,No,walled,old,50.0,28368.69286,2,3.021083455,1.074413422,1.409466252,5.95719192,-17.891316702391833,31.039421824872896
399.9,high density,single_storey,2,No,walled,old,50.0,35605.95714,3,3.00153804,1.085143502,1.398960059,5.971208728,-17.836893451323228,31.011717847138904
464.05,high density,single_storey,3,No,fenced,old,50.0,30504.22143,2,2.992420544,1.096158223,1.389326798,5.984536701,-17.87473999894715,31.057434870633443
748.71,high density,single_storey,1,No,walled,old,32.14285714,39647.33571,3,2.984127297,1.107556664,1.381099005,5.996702317,-17.80731724948445,31.050081374668633
449.98,high density,single_storey,5,No,walled,old,50.0,30034.75714,2,2.97718999,1.118942358,1.368899053,6.012853751,-17.893999949736948,30.99699087390994
581.99,high density,single_storey,2,No,walled,established,50.0,44669.89286,1,2.966284187,1.130602256,1.360361187,6.025602426,-17.84250180720639,30.91197754980063
512.51,high density,single_storey,5,No,fenced,established,50.0,28382.07857,3,2.958935522,1.139077272,1.350127797,6.038856908,-17.888816121299783,31.005351186896966
391.5,high density,single_storey,3,No,fenced,established,50.0,25310.75,1,2.94958433,1.15163613,1.342091266,6.051635773,-17.827979335354506,31.05018833536601
406.0,high density,single_storey,3,No,walled,established,50.0,35765.80714,2,2.942681776,1.061442273,1.39659715,5.965688177,-17.832311718787302,30.95739697113259
450.02,high density,single_storey,2,No,walled,established,50.0,26698.67143,2,2.987474981,1.074766684,1.387330021,5.979185201,-17.89279067052949,31.06464799608362
437.5,high density,single_storey,3,No,fenced,established,50.0,43537.41429,2,2.979898843,1.086513161,1.377157086,5.99316189,-17.871464910454236,31.024766646260037
450.0,high density,single_storey,3,No,walled,established,50.0,26631.55,4,2.971185692,1.097231778,1.36806765,6.005806484,-17.830787883301777,31.091979427698657
449.98,high density,single_storey,4,No,walled,established,50.0,29830.56429,2,2.963365078,1.107628653,1.356981167,6.020361583,-17.800505124782,30.93781924058258
524.35,high density,single_storey,3,No,walled,established,50.0,32178.09286,3,2.953491603,1.117487864,1.346677908,6.034013348,-17.840818074339847,31.02045772908443
500.01,high density,single_storey,3,No,fenced,established,50.0,31313.00714,2,2.944281151,1.132452501,1.335496367,6.05051673,-17.87136070112678,31.05655675662617
437.57,high density,single_storey,3,No,walled,established,50.0,26129.29286,4,2.934597308,1.143051951,1.328315459,6.061586499,-17.839425110854073,31.081969716245837
450.05,high density,single_storey,4,No,walled,established,50.0,31240.46429,4,2.928401537,1.007776789,1.404605246,5.941789211,-17.801653990962425,31.039193425657043
450.01,high density,single_storey,3,No,walled,established,50.0,26405.48571,3,2.988566902,0.994199425,1.393049913,5.94954764,-17.82839871415189,31.00911601257056
700.01,high density,single_storey,5,No,walled,established,50.0,35152.92857,2,2.975385449,0.989100334,1.399914173,5.941446439,-17.805233970678742,30.94346782859462
525.0,high density,single_storey,3,No,walled,established,50.0,28265.29286,2,2.981380067,1.001696958,1.385421816,5.959054976,-17.825112615567896,31.07607306540532
525.03,high density,single_storey,5,No,walled,established,50.0,33887.34286,3,2.968958921,1.010584644,1.377658857,5.969113208,-17.875946014276565,31.07410517394697
450.03,high density,single_storey,3,No,walled,relatively new,50.0,26364.92857,2,2.962559701,1.037948833,1.376819731,5.977848458,-17.892371650118886,30.94127227312043
437.92,high density,single_storey,4,No,walled,relatively new,50.0,26057.39286,3,2.96527844,1.051082564,1.362415417,5.995987179,-17.854934749695495,31.01635852345443
524.95,high density,single_storey,4,No,walled,relatively new,50.0,31979.61429,4,2.952733678,1.063489232,1.354747556,6.007418599,-17.83315149930487,31.01340783889607
440.6,high density,single_storey,3,No,walled,relatively new,50.0,30774.63571,1,2.946642371,1.120216858,1.304989954,6.0753164,-17.889649753646083,31.08783236018391
490.01,high density,single_storey,3,No,walled,relatively new,50.0,39520.62857,3,2.903399514,1.040698446,1.349106664,6.00577386,-17.87225060302105,31.085441851239132
524.95,high density,single_storey,3,No,walled,relatively new,50.0,31878.52143,2,2.938390235,1.048394272,1.340498863,6.016505781,-17.874322239107148,31.076602692327587
435.51,high density,single_storey,4,No,fenced,relatively new,50.0,25864.4,2,2.93085213,1.065485781,1.328639309,6.033429821,-17.879907486302454,31.038749129379205
435.01,high density,single_storey,4,No,fenced,relatively new,50.0,36714.59286,3,2.921159676,1.108024663,1.287980888,6.087120125,-17.868406296237556,31.06319226578332
449.93,high density,single_storey,4,No,walled,relatively new,50.0,37443.50714,2,2.885443785,1.096621001,1.298217114,6.073260882,-17.884200945582187,31.00492714608167
674.85,high density,single_storey,2,No,walled,relatively new,64.28571429,63144.64286,2,2.894450144,1.070920198,1.28052207,6.081427512,-17.898662318151498,31.023434388459794
449.98,high density,single_storey,1,No,walled,relatively new,50.0,37413.48571,2,2.87421282,1.097780232,1.278867144,6.092150928,-17.83990565147106,30.959076175398412
568.77,high density,single_storey,6,No,walled,relatively new,50.0,31083.95,2,2.875418553,1.073307057,1.341743387,6.023293272,-17.86552007066207,30.955951225565702
484.12,high density,single_storey,3,No,fenced,relatively new,50.0,30296.04286,2,2.934945816,1.083578829,1.331425342,6.03675583,-17.81188659992403,31.037555176668707
525.0,high density,single_storey,3,No,fenced,old,50.0,27828.09286,2,2.925889565,1.096584784,1.321118595,6.051226215,-17.846231367332784,31.08418518234325
502.78,high density,single_storey,3,No,walled,old,50.0,27271.22857,4,2.91706735,1.108110515,1.311203428,6.064896622,-17.8414576845585,31.069398038235168
749.89,high density,single_storey,3,No,fenced,old,50.0,41466.55,2,2.908410211,1.075348303,1.320193493,6.044838405,-17.898663408414098,30.98125252155217
568.8,high density,single_storey,4,No,fenced,old,50.0,32963.72857,2,2.91392616,1.054577735,1.273028613,6.08331848,-17.812618998186586,30.900286882375
450.0,high density,single_storey,3,No,walled,old,50.0,37173.56429,3,2.864899915,1.08833105,1.268034429,6.099160215,-17.891901400810664,30.974252471160693
450.07,high density,single_storey,2,No,walled,established,50.0,25904.92143,2,2.863717899,1.079874643,1.249930529,6.113427585,-17.857406288889056,31.09997753042602
449.98,high density,single_storey,2,No,walled,established,50.0,25869.32143,2,2.844850547,1.06844071,1.258889641,6.101176392,-17.87476579981118,30.94809636179356
450.0,high density,single_storey,3,No,walled,new,50.0,25863.05,4,2.852478778,0.947477923,1.394006348,5.937267725,-17.80070573584801,31.044960489805007
484.58,high density,single_storey,3,No,walled,relatively new,50.0,30168.62143,2,2.969332901,0.938822978,1.384241869,5.944992623,-17.840151684601118,30.906994663612085
524.98,high density,single_storey,5,No,walled,relatively new,50.0,31450.07857,3,2.9583724,0.959007728,1.382255276,5.951458088,-17.804013162272888,31.069339365596097
402.9,high density,single_storey,4,No,walled,relatively new,50.0,34718.32857,2,2.959614754,0.955820524,1.36206484,5.970524569,-17.873862291832886,31.092093222618278
487.71,high density,single_storey,3,No,walled,old,50.0,30246.08571,2,2.939278761,0.963373431,1.355214398,5.978976631,-17.88735863230639,30.962858486666192
525.01,high density,single_storey,3,No,walled,old,50.0,27693.85714,2,2.933703214,0.994901124,1.347740186,5.994130299,-17.812746705816764,31.08031477278338
449.95,high density,single_storey,3,No,fenced,old,50.0,30607.25714,2,2.930989758,1.000628416,1.34174745,6.00148416,-17.810693248945558,31.089890409604344
629.51,high density,single_storey,2,No,walled,old,64.28571429,55001.25714,3,2.925888466,1.010460033,1.333157759,6.012503777,-17.86601490622448,31.002690409160657
435.01,high density,single_storey,5,No,fenced,old,50.0,14523.57143,2,2.918769362,1.000816556,1.318653254,6.023923018,-17.827686100059438,30.98109748905489
450.07,high density,single_storey,3,No,walled,old,50.0,30580.57143,3,2.903118132,1.019605755,1.323813661,6.024119535,-17.81167257617042,30.91655413370505
433.92,high density,single_storey,2,No,fenced,old,32.14285714,33094.11429,2,2.910771512,1.030854184,1.312765982,6.038040103,-17.87418510150478,30.94760752453723
449.98,high density,single_storey,3,No,walled,relatively new,50.0,25706.60714,2,2.901319773,1.043149162,1.304298428,6.049871168,-17.8643197937017,31.09234257565547
450.02,high density,single_storey,3,No,walled,relatively new,50.0,28904.1,2,2.894489388,1.021140465,1.301865257,6.045720739,-17.840885677319054,31.073290205422158
524.96,high density,single_storey,1,No,walled,relatively new,50.0,31268.93571,2,2.889275585,1.031456483,1.291778592,6.058387098,-17.853441886822605,31.06408913704657
412.5,high density,single_storey,2,No,walled,relatively new,32.14285714,32050.50714,2,2.880629524,1.931972654,4.571356916,10.83073895,-17.893499356312475,31.09048823770756
510.05,high density,single_storey,2,No,walled,relatively new,32.14285714,36216.70714,2,4.9942592,1.937920458,4.573812114,10.82835377,-17.844566945396572,31.029352550992197
612.59,high density,single_storey,4,No,fenced,relatively new,50.0,31814.32857,3,5.00017082,1.953387569,4.582639759,10.8270206,-17.839449109068287,31.08202537526414
582.0,high density,single_storey,3,No,walled,relatively new,50.0,28858.99286,2,5.015530674,1.957474684,4.582490035,10.82175131,-17.890727390803324,30.914805489357562
405.98,high density,single_storey,3,No,walled,established,50.0,34574.05714,2,5.01950616,1.963950778,4.585303047,10.81945375,-17.88137294145382,31.018133785534882
523.61,high density,single_storey,3,No,walled,new,50.0,31086.32143,2,5.025872957,1.990373648,4.606400153,10.82907031,-17.862234448515803,31.065830617505704
612.72,high density,single_storey,4,No,walled,new,50.0,29568.7,2,5.052169867,1.999529271,4.617281204,10.83946835,-17.818826113681265,30.992940283597893
376.33,high density,single_storey,5,No,walled,new,50.0,27667.32143,1,5.061427458,2.006059917,4.626328151,10.84945806,-17.82364027695103,30.96564218959916
524.98,high density,single_storey,3,No,fenced,new,50.0,31099.09286,3,5.068068194,2.01210681,4.635069058,10.8594599,-17.813596929154812,31.082145289249578
428.06,high density,single_storey,4,No,walled,new,50.0,24923.26429,4,5.074212028,1.987781737,4.611458556,10.84226548,-17.88798789868633,30.939853664168055
524.94,high density,single_storey,3,No,fenced,new,50.0,27344.04286,2,5.049850083,1.992319857,4.619676508,10.85307803,-17.83137183092545,31.02396058115311
449.99,high density,single_storey,5,No,walled,new,50.0,25467.35714,1,5.05449443,1.999438779,4.628759543,10.86247219,-17.877517189266737,30.96674708831857
520.0,high density,single_storey,2,No,walled,new,50.0,40205.65,2,5.061664458,2.007310514,4.638581152,10.87243852,-17.895528287494788,30.938525299322468
406.0,high density,single_storey,3,No,walled,relatively new,50.0,34499.17857,3,5.069575633,2.020433378,4.645229399,10.86951393,-17.803844412083997,31.069802858126454
524.98,high density,single_storey,4,No,walled,relatively new,50.0,40443.12857,2,5.082601829,2.027456255,4.654453999,10.87932946,-17.80038644176038,30.958146575783715
525.0,high density,single_storey,2,No,fenced,relatively new,50.0,27313.77857,2,5.089680908,2.013386596,4.762540728,4.145179403,-17.89296311340148,30.925147911617195
450.01,high density,single_storey,2,No,walled,relatively new,50.0,36661.60714,2,3.024403053,1.987080322,4.752589883,4.123785912,-17.81262869257433,31.02238360006078
524.96,high density,single_storey,3,No,walled,relatively new,50.0,31001.48571,1,3.061715376,1.986531403,4.754715983,4.116939811,-17.816995007041672,30.9181405008791
512.54,high density,single_storey,3,No,fenced,relatively new,50.0,39707.95,2,3.064722909,1.985527498,4.745471596,4.140288311,-17.810456349095343,31.03607041823054
375.04,high density,single_storey,2,No,walled,old,50.0,24751.85,3,3.058619085,1.990290294,4.748384266,4.141122829,-17.834663892421204,30.917007183755018
449.99,high density,single_storey,4,No,walled,old,50.0,25239.45714,2,3.052628317,1.99464825,4.750977332,4.142086543,-17.812819495964032,30.96363734535798
581.23,high density,single_storey,2,No,walled,old,32.14285714,38895.43571,3,3.047148829,2.008239419,4.759259371,4.144601448,-17.870145496106513,31.005455544960554
517.96,high density,single_storey,3,No,walled,old,50.0,26909.37143,2,3.030508019,2.023003294,4.76831624,4.147238192,-17.890492505867016,30.96449303700947
481.37,high density,single_storey,2,No,walled,old,50.0,29415.37143,2,3.012955343,2.009625695,4.745438523,4.183886296,-17.865849225297925,31.037933120852212
594.63,high density,single_storey,4,No,walled,old,50.0,32990.95714,1,3.022185314,2.045321652,4.66258087,10.87347398,-17.850672905412438,30.955556811284872
524.94,high density,single_storey,3,No,walled,old,50.0,32614.72857,2,5.107336422,2.051649364,4.672436395,10.88540351,-17.898274129080704,30.978655260424993
